"AttributeImpl"	"reflectWith"	"This method is for introspection of attributes, it should simply add the key/values this attribute holds to the given AttributeReflector. Implementations look like this (e.g. for a combined attribute implementation): 
   public void reflectWith(AttributeReflector reflector) {
     reflector.reflect(CharTermAttribute.class, ""term"", term());
     reflector.reflect(PositionIncrementAttribute.class, ""positionIncrement"", getPositionIncrement());
   }
 If you implement this method, make sure that for each invocation, the same set of Attribute interfaces and keys are passed to AttributeReflector.reflect(java.lang.Class<? extends org.apache.lucene.util.Attribute>, java.lang.String, java.lang.Object) in the same order, but possibly different values. So don't automatically exclude e.g. null properties! Important for migration to Lucene 6: The default implementation is implemented for backwards compatibility in Lucene 5 and calls AttributeReflector.reflect(java.lang.Class<? extends org.apache.lucene.util.Attribute>, java.lang.String, java.lang.Object) for all non-static fields from the implementing class, using the field name as key and the field value as value. The Attribute class is also determined by reflection. Please note that the default implementation can only handle single-Attribute implementations. Please don't use the default implementation anymore, because it will be made abstract in Lucene 6! See above for implementation example."
"AttributeReflector"	"reflect"	"This method gets called for every property in an AttributeImpl/AttributeSource passing the class name of the Attribute, a key and the actual value. E.g., an invocation of CharTermAttributeImpl.reflectWith(org.apache.lucene.util.AttributeReflector) would call this method once using org.apache.lucene.analysis.tokenattributes.CharTermAttribute.class as attribute class, ""term"" as key and the actual value as a String."
"AttributeSource"	"hasAttributes"	"Returns true, iff this AttributeSource has any attributes"
"AttributeSource"	"restoreState"	"Restores this state by copying the values of all attribute implementations that this state contains into the attributes implementations of the targetStream. The targetStream must contain a corresponding instance for each argument contained in this state (e.g. it is not possible to restore the state of an AttributeSource containing a TermAttribute into a AttributeSource using a Token instance as implementation). Note that this method does not affect attributes of the targetStream that are not contained in this state. In other words, if for example the targetStream contains an OffsetAttribute, but this state doesn't, then the value of the OffsetAttribute remains unchanged. It might be desirable to reset its value to the default, in which case the caller should first call clearAttributes() on the targetStream."
"AttributeSource"	"getAttributeClassesIterator"	"Returns a new iterator that iterates the attribute classes in the same order they were added in."
"AttributeSource"	"getAttributeFactory"	"returns the used AttributeFactory."
"AttributeSource"	"clearAttributes"	"Resets all Attributes in this AttributeSource by calling AttributeImpl.clear() on each Attribute implementation."
"AttributeSource"	"captureState"	"Captures the state of all Attributes. The return value can be passed to restoreState(org.apache.lucene.util.AttributeSource.State) to restore the state of this or another AttributeSource."
"AttributeSource"	"reflectWith"	"This method is for introspection of attributes, it should simply add the key/values this AttributeSource holds to the given AttributeReflector. This method iterates over all Attribute implementations and calls the corresponding AttributeImpl.reflectWith(org.apache.lucene.util.AttributeReflector) method."
"AttributeSource"	"copyTo"	"Copies the contents of this AttributeSource to the given target AttributeSource. The given instance has to provide all Attributes this instance contains. The actual attribute implementations must be identical in both AttributeSource instances; ideally both AttributeSource instances should use the same AttributeFactory. You can use this method as a replacement for restoreState(org.apache.lucene.util.AttributeSource.State), if you use cloneAttributes() instead of captureState()."
"AttributeSource"	"AttributeSource"	"An AttributeSource using the supplied AttributeFactory for creating new Attribute instances."
"AttributeSource"	"reflectAsString"	"This method returns the current attribute values as a string in the following format by calling the reflectWith(AttributeReflector) method: iff prependAttClass=true: ""AttributeClass#key=value,AttributeClass#key=value"" iff prependAttClass=false: ""key=value,key=value"""
"AttributeSource"	"toString"	"Returns a string consisting of the class's simple name, the hex representation of the identity hash code, and the current reflection of all attributes."
"AttributeSource"	"getAttribute"	"Returns the instance of the passed in Attribute contained in this AttributeSource The caller must pass in a Class<? extends Attribute> value."
"AttributeSource"	"cloneAttributes"	"Performs a clone of all AttributeImpl instances returned in a new AttributeSource instance. This method can be used to e.g. create another TokenStream with exactly the same attributes (using AttributeSource(AttributeSource)). You can also use it as a (non-performant) replacement for captureState(), if you need to look into / modify the captured state."
"AttributeSource"	"getAttributeImplsIterator"	"Returns a new iterator that iterates all unique Attribute implementations. This iterator may contain less entries that getAttributeClassesIterator(), if one instance implements more than one Attribute interface."
"AttributeSource"	"addAttributeImpl"	"Expert: Adds a custom AttributeImpl instance with one or more Attribute interfaces. NOTE: It is not guaranteed, that att is added to the AttributeSource, because the provided attributes may already exist. You should always retrieve the wanted attributes using getAttribute(java.lang.Class<T>) after adding with this method and cast to your class. The recommended way to use custom implementations is using an AttributeFactory."
"AttributeSource"	"hasAttribute"	"The caller must pass in a Class<? extends Attribute> value. Returns true, iff this AttributeSource contains the passed-in Attribute."
"AttributeSource"	"addAttribute"	"The caller must pass in a Class<? extends Attribute> value. This method first checks if an instance of that class is already in this AttributeSource and returns it. Otherwise a new instance is created, added to this AttributeSource and returned."
"Automata"	"appendChar"	"Appends the specified character to the specified state, returning a new state."
"Automata"	"makeString"	"Returns a new (deterministic) automaton that accepts the single given string from the specified unicode code points."
"Automata"	"makeStringUnion"	"Returns a new (deterministic and minimal) automaton that accepts the union of the given collection of BytesRefs representing UTF-8 encoded strings."
"Automata"	"makeEmptyString"	"Returns a new (deterministic) automaton that accepts only the empty string."
"Automata"	"appendAnyChar"	"Accept any single character starting from the specified state, returning the new state"
"Automata"	"makeBinaryInterval"	"Creates a new deterministic, minimal automaton accepting all binary terms in the specified interval. Note that unlike makeDecimalInterval(int, int, int), the returned automaton is infinite, because terms behave like floating point numbers leading with a decimal point. However, in the special case where min == max, and both are inclusive, the automata will be finite and accept exactly one term."
"Automata"	"makeAnyString"	"Returns a new (deterministic) automaton that accepts all strings."
"Automata"	"makeBinary"	"Returns a new (deterministic) automaton that accepts the single given binary term."
"Automata"	"makeCharRange"	"Returns a new (deterministic) automaton that accepts a single codepoint whose value is in the given interval (including both end points)."
"Automata"	"makeChar"	"Returns a new (deterministic) automaton that accepts a single codepoint of the given value."
"Automata"	"makeEmpty"	"Returns a new (deterministic) automaton with the empty language."
"Automata"	"makeAnyChar"	"Returns a new (deterministic) automaton that accepts any single codepoint."
"Automata"	"makeAnyBinary"	"Returns a new (deterministic) automaton that accepts all binary terms."
"Automata"	"makeDecimalInterval"	"Returns a new automaton that accepts strings representing decimal (base 10) non-negative integers in the given interval."
"Automaton"	"addTransition"	"Add a new transition with the specified source, dest, min, max."
"Automaton"	"getNextTransition"	"Iterate to the next transition after the provided one"
"Automaton"	"isAccept"	"Returns true if this state is an accept state."
"Automaton"	"initTransition"	"Initialize the provided Transition to iterate through all transitions leaving the specified state. You must call getNextTransition(org.apache.lucene.util.automaton.Transition) to get each transition. Returns the number of transitions leaving this state."
"Automaton"	"getTransition"	"Fill the provided Transition with the index'th transition leaving the specified state."
"Automaton"	"addEpsilon"	"Add a [virtual] epsilon transition between source and dest. Dest state must already have all transitions added because this method simply copies those same transitions over to source."
"Automaton"	"isDeterministic"	"Returns true if this automaton is deterministic (for ever state there is only one transition for each label)."
"Automaton"	"getChildResources"	"Description copied from interface:?Accountable Returns nested resources of this class. The result should be a point-in-time snapshot (to avoid race conditions)."
"Automaton"	"createState"	"Create a new state."
"Automaton"	"getNumTransitions"	"How many transitions this state has."
"Automaton"	"setAccept"	"Set or clear this state as an accept state."
"Automaton"	"copy"	"Copies over all states/transitions from other. The states numbers are sequentially assigned (appended)."
"Automaton"	"getNumStates"	"How many states this automaton has."
"Automaton"	"getSortedTransitions"	"Sugar to get all transitions for all states. This is object-heavy; it's better to iterate state by state instead."
"Automaton"	"toDot"	"Returns the dot (graphviz) representation of this automaton. This is extremely useful for visualizing the automaton."
"Automaton"	"Automaton"	"Constructor which creates an automaton with enough space for the given number of states and transitions."
"Automaton"	"finishState"	"Finishes the current state; call this once you are done adding transitions for a state. This is automatically called if you start adding transitions to a new source state, but for the last state you add you need to this method yourself."
"Automaton"	"step"	"Performs lookup in transitions, assuming determinism."
"Automaton"	"ramBytesUsed"	"Description copied from interface:?Accountable Return the memory usage of this object in bytes. Negative values are illegal."
"Automaton.Builder"	"Automaton.Builder"	"Constructor which creates a builder with enough space for the given number of states and transitions."
"Automaton.Builder"	"isAccept"	"Returns true if this state is an accept state."
"Automaton.Builder"	"copy"	"Copies over all states/transitions from other."
"Automaton.Builder"	"getNumStates"	"How many states this automaton has."
"Automaton.Builder"	"copyStates"	"Copies over all states from other."
"Automaton.Builder"	"finish"	"Compiles all added states and transitions into a new Automaton and returns it."
"Automaton.Builder"	"createState"	"Create a new state."
"Automaton.Builder"	"addTransition"	"Add a new transition with the specified source, dest, min, max."
"Automaton.Builder"	"addEpsilon"	"Add a [virtual] epsilon transition between source and dest. Dest state must already have all transitions added because this method simply copies those same transitions over to source."
"Automaton.Builder"	"setAccept"	"Set or clear this state as an accept state."
"AutomatonProvider"	"getAutomaton"	"Returns automaton of the given name."
"AutomatonQuery"	"toString"	"Description copied from class:?Query Prints a query to a string, with field assumed to be the default field and omitted."
"AutomatonQuery"	"term"	"term containing the field, and possibly some pattern structure"
"AutomatonQuery"	"AutomatonQuery"	"Create a new AutomatonQuery from an Automaton."
"AutomatonQuery"	"automaton"	"the automaton to match index terms against"
"AutomatonQuery"	"getAutomaton"	"Returns the automaton used to create this query"
"AutomatonQuery"	"getTermsEnum"	"Description copied from class:?MultiTermQuery Construct the enumeration to be used, expanding the pattern term. This method should only be called if the field exists (ie, implementations can assume the field does exist). This method should not return null (should instead return TermsEnum.EMPTY if no terms match). The TermsEnum must already be positioned to the first matching term. The given AttributeSource is passed by the MultiTermQuery.RewriteMethod to provide attributes, the rewrite method uses to inform about e.g. maximum competitive boosts. This is currently only used by TopTermsRewrite"
"AutomatonTermsEnum"	"AutomatonTermsEnum"	"Construct an enumerator based upon an automaton, enumerating the specified field, working on a supplied TermsEnum"
"AutomatonTermsEnum"	"nextSeekTerm"	"Description copied from class:?FilteredTermsEnum On the first call to FilteredTermsEnum.next() or if FilteredTermsEnum.accept(org.apache.lucene.util.BytesRef) returns FilteredTermsEnum.AcceptStatus.YES_AND_SEEK or FilteredTermsEnum.AcceptStatus.NO_AND_SEEK, this method will be called to eventually seek the underlying TermsEnum to a new position. On the first call, currentTerm will be null, later calls will provide the term the underlying enum is positioned at. This method returns per default only one time the initial seek term and then null, so no repositioning is ever done. Override this method, if you want a more sophisticated TermsEnum, that repositions the iterator during enumeration. If this method always returns null the enum is empty. Please note: This method should always provide a greater term than the last enumerated term, else the behaviour of this enum violates the contract for TermsEnums."
"AutomatonTermsEnum"	"accept"	"Returns true if the term matches the automaton. Also stashes away the term to assist with smart enumeration."
"BaseCompositeReader"	"readerIndex"	"Helper method for subclasses to get the corresponding reader for a doc ID"
"BaseCompositeReader"	"getSumTotalTermFreq"	"Description copied from class:?IndexReader Returns the sum of TermsEnum.totalTermFreq() for all terms in this field, or -1 if this measure isn't stored by the codec (or if this fields omits term freq and positions). Note that, just like other term measures, this measure does not take deleted documents into account."
"BaseCompositeReader"	"getSumDocFreq"	"Description copied from class:?IndexReader Returns the sum of TermsEnum.docFreq() for all terms in this field, or -1 if this measure isn't stored by the codec. Note that, just like other term measures, this measure does not take deleted documents into account."
"BaseCompositeReader"	"readerBase"	"Helper method for subclasses to get the docBase of the given sub-reader index."
"BaseCompositeReader"	"numDocs"	"Description copied from class:?IndexReader Returns the number of documents in this index."
"BaseCompositeReader"	"BaseCompositeReader"	"Constructs a BaseCompositeReader on the given subReaders."
"BaseCompositeReader"	"getDocCount"	"Description copied from class:?IndexReader Returns the number of documents that have at least one term for this field, or -1 if this measure isn't stored by the codec. Note that, just like other term measures, this measure does not take deleted documents into account."
"BaseCompositeReader"	"totalTermFreq"	"Description copied from class:?IndexReader Returns the total number of occurrences of term across all documents (the sum of the freq() for each doc that has this term). This will be -1 if the codec doesn't support this measure. Note that, like other term measures, this measure does not take deleted documents into account."
"BaseCompositeReader"	"getTermVectors"	"Description copied from class:?IndexReader Retrieve term vectors for this document, or null if term vectors were not indexed. The returned Fields instance acts like a single-document inverted index (the docID will be 0)."
"BaseCompositeReader"	"docFreq"	"Description copied from class:?IndexReader Returns the number of documents containing the term. This method returns 0 if the term or field does not exists. This method does not take into account deleted documents that have not yet been merged away."
"BaseCompositeReader"	"document"	"Description copied from class:?IndexReader Expert: visits the fields of a stored document, for custom processing/loading of each field. If you simply want to load all fields, use IndexReader.document(int). If you want to load a subset, use DocumentStoredFieldVisitor."
"BaseCompositeReader"	"getSequentialSubReaders"	"Description copied from class:?CompositeReader Expert: returns the sequential sub readers that this reader is logically composed of. This method may not return null. NOTE: In contrast to previous Lucene versions this method is no longer public, code that wants to get all LeafReaders this composite is composed of should use IndexReader.leaves()."
"BaseCompositeReader"	"maxDoc"	"Description copied from class:?IndexReader Returns one greater than the largest possible document number. This may be used to, e.g., determine how big to allocate an array which will have an element for every document number in an index."
"BaseDirectory"	"lockFactory"	"Holds the LockFactory instance (implements locking for this Directory instance)."
"BaseDirectory"	"BaseDirectory"	"Sole constructor."
"BaseDirectory"	"obtainLock"	"Description copied from class:?Directory Returns an obtained Lock."
"BasicModel"	"BasicModel"	"Sole constructor. (For invocation by subclass constructors, typically implicit.)"
"BasicModel"	"toString"	"Subclasses must override this method to return the code of the basic model formula. Refer to the original paper for the list."
"BasicModel"	"score"	"Returns the informative content score."
"BasicModel"	"explain"	"Returns an explanation for the score. Most basic models use the number of documents and the total term frequency to compute Inf1. This method provides a generic explanation for such models. Subclasses that use other statistics must override this method."
"BasicModelBE"	"BasicModelBE"	"Sole constructor: parameter-free"
"BasicModelBE"	"score"	"Description copied from class:?BasicModel Returns the informative content score."
"BasicModelBE"	"toString"	"Description copied from class:?BasicModel Subclasses must override this method to return the code of the basic model formula. Refer to the original paper for the list."
"BasicModelD"	"toString"	"Description copied from class:?BasicModel Subclasses must override this method to return the code of the basic model formula. Refer to the original paper for the list."
"BasicModelD"	"BasicModelD"	"Sole constructor: parameter-free"
"BasicModelD"	"score"	"Description copied from class:?BasicModel Returns the informative content score."
"BasicModelG"	"BasicModelG"	"Sole constructor: parameter-free"
"BasicModelG"	"score"	"Description copied from class:?BasicModel Returns the informative content score."
"BasicModelG"	"toString"	"Description copied from class:?BasicModel Subclasses must override this method to return the code of the basic model formula. Refer to the original paper for the list."
"BasicModelIF"	"BasicModelIF"	"Sole constructor: parameter-free"
"BasicModelIF"	"score"	"Description copied from class:?BasicModel Returns the informative content score."
"BasicModelIF"	"toString"	"Description copied from class:?BasicModel Subclasses must override this method to return the code of the basic model formula. Refer to the original paper for the list."
"BasicModelIn"	"BasicModelIn"	"Sole constructor: parameter-free"
"BasicModelIn"	"explain"	"Description copied from class:?BasicModel Returns an explanation for the score. Most basic models use the number of documents and the total term frequency to compute Inf1. This method provides a generic explanation for such models. Subclasses that use other statistics must override this method."
"BasicModelIn"	"toString"	"Description copied from class:?BasicModel Subclasses must override this method to return the code of the basic model formula. Refer to the original paper for the list."
"BasicModelIn"	"score"	"Description copied from class:?BasicModel Returns the informative content score."
"BasicModelIne"	"toString"	"Description copied from class:?BasicModel Subclasses must override this method to return the code of the basic model formula. Refer to the original paper for the list."
"BasicModelIne"	"score"	"Description copied from class:?BasicModel Returns the informative content score."
"BasicModelIne"	"BasicModelIne"	"Sole constructor: parameter-free"
"BasicModelP"	"LOG2_E"	"log2(Math.E), precomputed."
"BasicModelP"	"BasicModelP"	"Sole constructor: parameter-free"
"BasicModelP"	"score"	"Description copied from class:?BasicModel Returns the informative content score."
"BasicModelP"	"toString"	"Description copied from class:?BasicModel Subclasses must override this method to return the code of the basic model formula. Refer to the original paper for the list."
"BasicStats"	"numberOfDocuments"	"The number of documents."
"BasicStats"	"setNumberOfDocuments"	"Sets the number of documents."
"BasicStats"	"boost"	"For most Similarities, the immediate and the top level query boosts are not handled differently. Hence, this field is just the product of the other two."
"BasicStats"	"numberOfFieldTokens"	"The total number of tokens in the field."
"BasicStats"	"getNumberOfDocuments"	"Returns the number of documents."
"BasicStats"	"setAvgFieldLength"	"Sets the average field length."
"BasicStats"	"getBoost"	"Returns the total boost."
"BasicStats"	"BasicStats"	"Constructor."
"BasicStats"	"setDocFreq"	"Sets the document frequency."
"BasicStats"	"setTotalTermFreq"	"Sets the total number of occurrences of this term across all documents."
"BasicStats"	"getDocFreq"	"Returns the document frequency."
"BasicStats"	"getAvgFieldLength"	"Returns the average field length."
"BasicStats"	"setNumberOfFieldTokens"	"Sets the total number of tokens in the field."
"BasicStats"	"totalTermFreq"	"The total number of occurrences of this term across all documents."
"BasicStats"	"getTotalTermFreq"	"Returns the total number of occurrences of this term across all documents."
"BasicStats"	"normalize"	"No normalization is done. boost is saved in the object, however."
"BasicStats"	"avgFieldLength"	"The average field length."
"BasicStats"	"rawNormalizationValue"	"Computes the raw normalization value. This basic implementation returns the query boost. Subclasses may override this method to include other factors (such as idf), or to save the value for inclusion in normalize(float, float), etc."
"BasicStats"	"getNumberOfFieldTokens"	"Returns the total number of tokens in the field."
"BasicStats"	"getValueForNormalization"	"The square of the raw normalization value."
"BasicStats"	"docFreq"	"The document frequency."
"BinaryDocValues"	"BinaryDocValues"	"Sole constructor. (For invocation by subclass constructors, typically implicit.)"
"BinaryDocValues"	"get"	"Lookup the value for document. The returned BytesRef may be re-used across calls to get(int) so make sure to copy it if you want to keep it around."
"BinaryDocValuesField"	"BinaryDocValuesField"	"Create a new binary DocValues field."
"BinaryDocValuesField"	"TYPE"	"Type for straight bytes DocValues."
"BitDocIdSet"	"bits"	"Description copied from class:?DocIdSet Optionally provides a Bits interface for random access to matching documents."
"BitDocIdSet"	"BitDocIdSet"	"Same as BitDocIdSet(BitSet, long) but uses the set's approximate cardinality as a cost."
"BitDocIdSet"	"ramBytesUsed"	"Description copied from interface:?Accountable Return the memory usage of this object in bytes. Negative values are illegal."
"BitDocIdSet"	"iterator"	"Description copied from class:?DocIdSet Provides a DocIdSetIterator to access the set. This implementation can return null if there are no docs that match."
"BitDocIdSet"	"isCacheable"	"This DocIdSet implementation is cacheable."
"BitDocIdSet.Builder"	"BitDocIdSet.Builder"	"Create a new empty instance."
"BitDocIdSet.Builder"	"build"	"Build a DocIdSet that contains all doc ids that have been added. This method may return null if no documents were addded to this builder. NOTE: this is a destructive operation, the builder should not be used anymore after this method has been called."
"BitDocIdSet.Builder"	"or"	"Add the content of the provided DocIdSetIterator to this builder."
"BitDocIdSet.Builder"	"and"	"Deprecated.? Removes from this builder documents that are not contained in it."
"BitDocIdSet.Builder"	"andNot"	"Deprecated.? Removes from this builder documents that are contained in it."
